Trans no,Type,Date,Num,Name,Source Name,Name Address,Name Street1,Name Street2,Name City,Name County,Name Postcode,Name Contact,Name Phone no,Name E-Mail,Memo,Terms,Item,Item Description,Account,Class,VAT Code,Split,Qty,Sales Price,Debit,Credit,Amount,Balance,Account Type,Net Amount,VAT Amount,Gross Amount,Ship To City,Ship To Address 1,Ship To Address 2,Ship To County,Ship Postcode
125,Cheque,25/09/2023,PV202309005,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Exchange gain : Deposit in CHF acct 4,474.24  Avoid maintenance fee (Convert USD 5,000@35.8352 t...",,,,7111101 Exchange gain,,,1112103 Bank S/A-Kbank-4253 USD,,-124,,124.00,-124,0,Expense,-124,0,-124,,,,,
125,Cheque,25/09/2023,PV202309005,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Deposit in CHF acct 4,474.24@39.3194 Avoid maintenance fee (from SV#996 THB to CHF Acc)",,,,1112101  Bank S/A -Kbank -9996,,,1112103 Bank S/A-Kbank-4253 USD,,-179299.98,,179299.98,-179299.98,-179299.98,Bank,-179299.98,0,-179299.98,,,,,
125,Cheque,25/09/2023,PV202309005,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Deposit in CHF acct 4,474.24@39.3194 Avoid maintenance fee (from SV#996 THB to CHF Acc)",,,,1112104 Bank S/A-Kbank-4261 CHF,,,1112103 Bank S/A-Kbank-4253 USD,,175924.43,175924.43,,175924.43,-3375.55,Bank,175924.43,0,175924.43,,,,,
125,Cheque,25/09/2023,PV202309005,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Exchange loss : Deposit in CHF acct 4,474.24@39.3194 Avoid maintenance fee (from SV#996 THB to C...",,,,7111102 Exchange loss,,,1112103 Bank S/A-Kbank-4253 USD,,3375.55,3375.55,,3375.55,0,Expense,3375.55,0,3375.55,,,,,
126,Cheque,25/09/2023,PV202309006,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Marko exp Sep.23 CHF 34,247.96 (from USD 37,885.46@36.1609 to Marko)",,,,1112103 Bank S/A-Kbank-4253 USD,,,-SPLIT-,,,,1369972.33,-1369972.33,-1369972.33,Bank,-1369972.33,0,-1369972.33,,,,,
126,Cheque,25/09/2023,PV202309006,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Marko exp Sep.23 CHF 34,247.96 (from USD 65@36.1609 to Marko) - Bank fee",,,,1112103 Bank S/A-Kbank-4253 USD,,,1112103 Bank S/A-Kbank-4253 USD,,-2350.46,,2350.46,-2350.46,-1372322.79,Bank,-2350.46,0,-2350.46,,,,,
126,Cheque,25/09/2023,PV202309006,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Exchange loss : Marko exp Sep.23 CHF 34,247.96 [from USD (37,885.46+65) to Marko]",,,,7111102 Exchange loss,,,1112103 Bank S/A-Kbank-4253 USD,,71335.48,71335.48,,71335.48,-1300987.31,Expense,71335.48,0,71335.48,,,,,
126,Cheque,25/09/2023,PV202309006,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Marko exp Sep.23 CHF 34,247.96 [from USD (37,885.46+65) to Marko]",,,,2121104  AP - Other,,,1112103 Bank S/A-Kbank-4253 USD,,1300987.31,1300987.31,,1300987.31,0,Accounts Payable,1300987.31,0,1300987.31,,,,,
127,Cheque,29/09/2023,PV202309007,Karyon Petroleum SA,Karyon Petroleum SA,,,,,,,,,,"Loan to Karyon Petroleum SA, CHF 5,897.40 (USD 6,500.66@36.7222) from Caryon SA - HQ Request",,,,1112103 Bank S/A-Kbank-4253 USD,,,-SPLIT-,,,,238718.54,-238718.54,-238718.54,Bank,-238718.54,0,-238718.54,,,,,
127,Cheque,29/09/2023,PV202309007,Caryon SA - HQ,Karyon Petroleum SA,,,,,,,,,,"Loan to Karyon Petroleum SA, CHF 5,897.40 [USD (6,500.66+65)] from Caryon SA - HQ Request & Bank...",,,,2121104  AP - Other,,,1112103 Bank S/A-Kbank-4253 USD,,225078.7,225078.70,,225078.7,-13639.84,Accounts Payable,225078.7,0,225078.7,,,,,
127,Cheque,29/09/2023,PV202309007,Karyon Petroleum SA,Karyon Petroleum SA,,,,,,,,,,"Bank fee (USD 65@36.7222) - Loan to Karyon Petroleum SA, CHF 5,897.40 from Caryon SA - HQ Request",,,,1112103 Bank S/A-Kbank-4253 USD,,,1112103 Bank S/A-Kbank-4253 USD,,-2386.94,,2386.94,-2386.94,-16026.78,Bank,-2386.94,0,-2386.94,,,,,
127,Cheque,29/09/2023,PV202309007,Karyon Petroleum SA,Karyon Petroleum SA,,,,,,,,,,"Exchange loss : Loan to Karyon Petroleum SA, CHF 5,897.40 [USD (6,500.66+65)] from Caryon SA - H...",,,,7111102 Exchange loss,,,1112103 Bank S/A-Kbank-4253 USD,,16026.78,16026.78,,16026.78,0,Expense,16026.78,0,16026.78,,,,,
128,Cheque,09/10/2023,PV202310001,KBANK,KBANK,,,,,,,,,,"Bank charge - CHF Acc. (CHF 9.10) for maintenance fee (balance lower than USD 5,000 in Sep.23)",,,,1112104 Bank S/A-Kbank-4261 CHF,,,-SPLIT-,,,,374.02,-374.02,-374.02,Bank,-374.02,0,-374.02,,,,,
128,Cheque,09/10/2023,PV202310001,Caryon SA - HQ,KBANK,,,,,,,,,,"Bank charge - CHF Acc. (CHF 9.10) for maintenance fee (balance lower than USD 5,000 in Sep.23)",,,,2121104  AP - Other,,,1112104 Bank S/A-Kbank-4261 CHF,,370.31,370.31,,370.31,-3.71,Accounts Payable,370.31,0,370.31,,,,,
128,Cheque,09/10/2023,PV202310001,KBANK,KBANK,,,,,,,,,,"Exchange loss : Bank charge - CHF Acc. (CHF 9.10) for maintenance fee (balance lower than USD 5,...",,,,7111102 Exchange loss,,,1112104 Bank S/A-Kbank-4261 CHF,,3.71,3.71,,3.71,0,Expense,3.71,0,3.71,,,,,
129,Cheque,09/10/2023,PV202310002,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"HQ exp Feb-Aug23 Amex Corp USD 10,684.90 (from USD 10,684.90@36.5687 to Kernel Oil)",,,,1112103 Bank S/A-Kbank-4253 USD,,,-SPLIT-,,,,390732.90,-390732.9,-390732.9,Bank,-390732.9,0,-390732.9,,,,,
129,Cheque,09/10/2023,PV202310002,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"HQ exp Feb-Aug23 Amex Corp USD 10,684.90 (USD 115@36.5687 to Kernel Oil) - Bank fee",,,,1112103 Bank S/A-Kbank-4253 USD,,,1112103 Bank S/A-Kbank-4253 USD,,-4205.4,,4205.40,-4205.4,-394938.3,Bank,-4205.4,0,-4205.4,,,,,
129,Cheque,09/10/2023,PV202310002,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"HQ exp Feb-Aug23 Amex Corp USD 10,684.90 [from USD (10,684.90+115) to Kernel Oil)",,,,2121104  AP - Other,,,1112103 Bank S/A-Kbank-4253 USD,,370233.53,370233.53,,370233.53,-24704.77,Accounts Payable,370233.53,0,370233.53,,,,,
129,Cheque,09/10/2023,PV202310002,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Exchange loss : HQ exp Feb-Aug23 Amex Corp USD 10,684.90 [from USD (10,684.90+115) to Kernel Oil]",,,,7111102 Exchange loss,,,1112103 Bank S/A-Kbank-4253 USD,,24704.77,24704.77,,24704.77,0,Expense,24704.77,0,24704.77,,,,,
130,Cheque,25/10/2023,PV202310003,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Marko exp Oct.23 CHF 47,620.12 (from USD 53,597.05@36.2928 to Marko)",,,,1112103 Bank S/A-Kbank-4253 USD,,,-SPLIT-,,,,1945187.02,-1945187.02,-1945187.02,Bank,-1945187.02,0,-1945187.02,,,,,
130,Cheque,25/10/2023,PV202310003,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Marko exp Oct.23 CHF 47,620.12 (USD 65@36.2928 to Marko) - Bank fee",,,,1112103 Bank S/A-Kbank-4253 USD,,,1112103 Bank S/A-Kbank-4253 USD,,-2359.03,,2359.03,-2359.03,-1947546.05,Bank,-2359.03,0,-2359.03,,,,,
130,Cheque,25/10/2023,PV202310003,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,," Exchange loss : Marko exp Oct.23 CHF 47,620.12 [from USD (53,597.05+65) to Marko]",,,,7111102 Exchange loss,,,1112103 Bank S/A-Kbank-4253 USD,,107946.58,107946.58,,107946.58,-1839599.47,Expense,107946.58,0,107946.58,,,,,
130,Cheque,25/10/2023,PV202310003,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Marko exp Oct.23 CHF 47,620.12 [from USD (53,597.05+65) to Marko]",,,,2121104  AP - Other,,,1112103 Bank S/A-Kbank-4253 USD,,1839599.47,1839599.47,,1839599.47,0,Accounts Payable,1839599.47,0,1839599.47,,,,,
131,Cheque,27/11/2023,PV202311001,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Marko exp Nov.23 CHF 23,320.82 (from USD 26,607.39@35.4139 to Marko)",,,,1112103 Bank S/A-Kbank-4253 USD,,,-SPLIT-,,,,942271.45,-942271.45,-942271.45,Bank,-942271.45,0,-942271.45,,,,,
131,Cheque,27/11/2023,PV202311001,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Marko exp Nov.23 CHF 23,320.82 (USD 65@35.4139 to Marko) - Bank fee",,,,1112103 Bank S/A-Kbank-4253 USD,,,1112103 Bank S/A-Kbank-4253 USD,,-2301.9,,2301.90,-2301.9,-944573.35,Bank,-2301.9,0,-2301.9,,,,,
131,Cheque,27/11/2023,PV202311001,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Exchange loss : Marko exp Nov.23 CHF 23,320.82 [from USD (26,607.39+65) to Marko]",,,,7111102 Exchange loss,,,1112103 Bank S/A-Kbank-4253 USD,,30211.81,30211.81,,30211.81,-914361.54,Expense,30211.81,0,30211.81,,,,,
131,Cheque,27/11/2023,PV202311001,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Marko exp Nov.23 CHF 23,320.82 [from USD (26,607.39+65) to Marko]",,,,2121104  AP - Other,,,1112103 Bank S/A-Kbank-4253 USD,,914361.54,914361.54,,914361.54,0,Accounts Payable,914361.54,0,914361.54,,,,,
132,General Journal,15/12/2023,RV202312001,KBANK,KBANK,,,,,,,,,,Interest Income 2023,,,,1112101  Bank S/A -Kbank -9996,,,-SPLIT-,,,550.88,,550.88,550.88,Bank,0,0,0,,,,,
132,General Journal,15/12/2023,RV202312001,KBANK,KBANK,,,,,,,,,,Interest Income 2023,,,,4200001  Interest income,,,1112101  Bank S/A -Kbank -9996,,,,550.88,-550.88,0,Income,0,0,0,,,,,
132,General Journal,15/12/2023,RV202312001,KBANK,KBANK,,,,,,,,,,Interest Income Tax 2023,,,,1131103  Withholding income tax,,,1112101  Bank S/A -Kbank -9996,,,82.63,,82.63,82.63,Other Current Asset,0,0,0,,,,,
132,General Journal,15/12/2023,RV202312001,KBANK,KBANK,,,,,,,,,,Interest Income Tax 2023,,,,1112101  Bank S/A -Kbank -9996,,,1112101  Bank S/A -Kbank -9996,,,,82.63,-82.63,0,Bank,0,0,0,,,,,
133,General Journal,25/12/2023,RV202312002,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,HQ Interest Income & Tax 2023 [(322.88-48.43) USDx34.7726],,,,2121104  AP - Other,,,-SPLIT-,,,,9543.34,-9543.34,-9543.34,Accounts Payable,0,0,0,,,,,
133,General Journal,25/12/2023,RV202312002,KBANK,Caryon SA - HQ,,,,,,,,,,HQ Interest Income Tax 2023 (48.43 USDx34.7726),,,,1112103 Bank S/A-Kbank-4253 USD,,,2121104  AP - Other,,,,1684.04,-1684.04,-11227.38,Bank,0,0,0,,,,,
133,General Journal,25/12/2023,RV202312002,KBANK,Caryon SA - HQ,,,,,,,,,,HQ Interest Income 2023 (322.88 USDx34.7726),,,,1112103 Bank S/A-Kbank-4253 USD,,,2121104  AP - Other,,,11227.38,,11227.38,0,Bank,0,0,0,,,,,
134,General Journal,31/12/2023,JV202312001,Audit,Audit,,,,,,,,,,"Audit fee for 2023 - Phatrin Audit Co., Ltd",,,,2122104  Accrued Other,,,5171101  Audit fee,,,,8000.00,-8000,-8000,Accounts Payable,0,0,0,,,,,
134,General Journal,31/12/2023,JV202312001,Audit,Audit,,,,,,,,,,"Audit fee for 2023 - Phatrin Audit Co., Ltd",,,,5171101  Audit fee,,,2122104  Accrued Other,,,8000.00,,8000,0,Expense,0,0,0,,,,,
135,General Journal,31/12/2023,JV202312002,,,,,,,,,,,,"Adjust Exchange rate as of 31/12/2023 [(USD 1,454,132.06@34.0590) - 49,097,610.76]",,,,1112103 Bank S/A-Kbank-4253 USD,,,-SPLIT-,,,428673.07,,428673.07,428673.07,Bank,0,0,0,,,,,
135,General Journal,31/12/2023,JV202312002,,,,,,,,,,,,"Adjust Exchange rate as of 31/12/2023 [(USD 1,454,132.06@34.0590) - 49,097,610.76]",,,,7111101 Exchange gain,,,1112103 Bank S/A-Kbank-4253 USD,,,,428673.07,-428673.07,0,Expense,0,0,0,,,,,
135,General Journal,31/12/2023,JV202312002,,,,,,,,,,,,"Adjust Exchange rate as of 31/12/2023 [(CHF 5,406.61@40.3570) - 268,858.83]",,,,1112104 Bank S/A-Kbank-4261 CHF,,,1112103 Bank S/A-Kbank-4253 USD,,,,50664.27,-50664.27,-50664.27,Bank,0,0,0,,,,,
135,General Journal,31/12/2023,JV202312002,,,,,,,,,,,,"Adjust Exchange rate as of 31/12/2023 [(CHF 5,406.61@40.3570) - 268,858.83]",,,,7111102 Exchange loss,,,1112103 Bank S/A-Kbank-4253 USD,,,50664.27,,50664.27,0,Expense,0,0,0,,,,,
141,General Journal,31/12/2023,JV202312003,,,,,,,,,,,,Loan repayment - exchange adjustment Ref.PV202303002,,,,3000  Share Capital Account,,,7111101 Exchange gain,,,467350.80,,467350.8,467350.8,Equity,0,0,0,,,,,
141,General Journal,31/12/2023,JV202312003,,,,,,,,,,,,Loan repayment - exchange adjustment Ref.PV202303002,,,,7111101 Exchange gain,,,3000  Share Capital Account,,,,467350.80,-467350.8,0,Expense,0,0,0,,,,,
142,Cheque,02/01/2024,PV202312001,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Marko exp Dec.23 CHF 22,404.42 (from USD 26,687.81@34.4143 to Marko)",,,,1112103 Bank S/A-Kbank-4253 USD,,,-SPLIT-,,,,1024403.24,-1024403.24,-1024403.24,Bank,-1024403.24,0,-1024403.24,,,,,
142,Cheque,02/01/2024,PV202312001,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Marko exp Dec.23 CHF 22,404.42 (from USD 65@34.4143 to Marko) - Bank fee",,,,1112103 Bank S/A-Kbank-4253 USD,,,1112103 Bank S/A-Kbank-4253 USD,,-2236.93,,2236.93,-2236.93,-1026640.17,Bank,-2236.93,0,-2236.93,,,,,
142,Cheque,02/01/2024,PV202312001,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Exchange loss : Marko exp Dec.23 CHF 22,404.42 [from USD (26,687.81+65) to Marko]",,,,7111102 Exchange loss,,,1112103 Bank S/A-Kbank-4253 USD,,3970.61,3970.61,,3970.61,-1022669.56,Expense,3970.61,0,3970.61,,,,,
142,Cheque,02/01/2024,PV202312001,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Marko exp Dec.23 CHF 22,404.42 & Loan to Karyon CHF 2,584.80 (HQ Request)",,,,2121104  AP - Other,,,1112103 Bank S/A-Kbank-4253 USD,,1022669.56,1022669.56,,1022669.56,0,Accounts Payable,1022669.56,0,1022669.56,,,,,
143,Cheque,05/01/2024,PV202401001,KBANK,KBANK,,,,,,,,,,"Deposit in THB Fixed Acc (THB 1,032,600) for Kbank consider reducing Outward TT fee (Convert USD...",,,,1112103 Bank S/A-Kbank-4253 USD,,,-SPLIT-,,,,1032504.00,-1032504,-1032504,Bank,-1032504,0,-1032504,,,,,
143,Cheque,05/01/2024,PV202401001,KBANK,KBANK,,,,,,,,,,"Deposit in THB Fixed Acc (THB 1,032,600) for Kbank consider reducing Outward TT fee (Convert USD...",,,,1112105  Bank F/A -Kbank -5353,,,1112103 Bank S/A-Kbank-4253 USD,,1032600,1032600.00,,1032600,96,Bank,1032600,0,1032600,,,,,
143,Cheque,05/01/2024,PV202401001,KBANK,KBANK,,,,,,,,,,"Exchange gain : Deposit in THB Fixed Acc (Convert USD 30,000@34.42 to FA#353 THB)",,,,7111101 Exchange gain,,,1112103 Bank S/A-Kbank-4253 USD,,-96,,96.00,-96,0,Expense,-96,0,-96,,,,,
144,Cheque,09/01/2024,PV202401002,"TIS PETROLEUM (ASIA) PTE.,LTD.","TIS PETROLEUM (ASIA) PTE.,LTD.",,,,TIS PETROLEUM (ASIA) PTE.,LTD.,,,,,"Loan to TIS Petroleum (Asia) Pte Ltd (USD 1,300,000@35.0538) from Caryon SA - HQ Request",,,,1112103 Bank S/A-Kbank-4253 USD,,,-SPLIT-,,,,45569940.00,-45569940,-45569940,Bank,-45569940,0,-45569940,,,,,
144,Cheque,09/01/2024,PV202401002,"TIS PETROLEUM (ASIA) PTE.,LTD.","TIS PETROLEUM (ASIA) PTE.,LTD.",,,,TIS PETROLEUM (ASIA) PTE.,LTD.,,,,,"Exchange loss : Loan to TIS Petroleum (Asia) Pte Ltd (USD 1,300,000) from Caryon SA - HQ Request",,,,7111102 Exchange loss,,,1112103 Bank S/A-Kbank-4253 USD,,1006890.95,1006890.95,,1006890.95,-44563049.05,Expense,1006890.95,0,1006890.95,,,,,
144,Cheque,09/01/2024,PV202401002,Caryon SA - HQ,"TIS PETROLEUM (ASIA) PTE.,LTD.",,,,,,,,,,"Loan to TIS Petroleum (Asia) Pte Ltd (USD 1,300,000+Bank fee 3,250) from Caryon SA - HQ Request",,,,2121104  AP - Other,,,1112103 Bank S/A-Kbank-4253 USD,,44676973.9,44676973.90,,44676973.9,113924.85,Accounts Payable,44676973.9,0,44676973.9,,,,,
144,Cheque,09/01/2024,PV202401002,"TIS PETROLEUM (ASIA) PTE.,LTD.","TIS PETROLEUM (ASIA) PTE.,LTD.",,,,TIS PETROLEUM (ASIA) PTE.,LTD.,,,,,"Bank fee (USD 3,250) - Loan to TIS Petroleum (Asia) Pte Ltd 1.3M ($) from Caryon SA - HQ Request",,,,1112103 Bank S/A-Kbank-4253 USD,,,1112103 Bank S/A-Kbank-4253 USD,,-113924.85,,113924.85,-113924.85,0,Bank,-113924.85,0,-113924.85,,,,,
146,Cheque,02/02/2024,PV202402002,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Marko exp Jan.24 CHF 33,447.39 (from USD 39,188.51@35.5045 to Marko)",,,,1112103 Bank S/A-Kbank-4253 USD,,,-SPLIT-,,,,1411348.26,-1411348.26,-1411348.26,Bank,-1411348.26,0,-1411348.26,,,,,
146,Cheque,02/02/2024,PV202402002,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Marko exp Jan.24 CHF 33,447.39 (from USD 65@35.5045 to Marko) - Bank fee",,,,1112103 Bank S/A-Kbank-4253 USD,,,1112103 Bank S/A-Kbank-4253 USD,,-2307.79,,2307.79,-2307.79,-1413656.05,Bank,-2307.79,0,-2307.79,,,,,
146,Cheque,02/02/2024,PV202402002,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Exchange loss : Marko exp Jan.24 CHF 33,447.39 [from USD (39,188.51+65) to Marko]",,,,7111102 Exchange loss,,,1112103 Bank S/A-Kbank-4253 USD,,54550.87,54550.87,,54550.87,-1359105.18,Expense,54550.87,0,54550.87,,,,,
146,Cheque,02/02/2024,PV202402002,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Marko exp Jan.24 CHF 33,447.39 & Loan to Karyon CHF 480.30/0.8535 (USD 562.74) (HQ Request)",,,,2121104  AP - Other,,,1112103 Bank S/A-Kbank-4253 USD,,1359105.18,1359105.18,,1359105.18,0,Accounts Payable,1359105.18,0,1359105.18,,,,,
147,Cheque,04/03/2024,PV202403001,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Marko exp Feb.24 CHF 27,490.91 (from USD 31,310.83@35.9744 to Marko)",,,,1112103 Bank S/A-Kbank-4253 USD,,,-SPLIT-,,,,1126388.32,-1126388.32,-1126388.32,Bank,-1126388.32,0,-1126388.32,,,,,
147,Cheque,04/03/2024,PV202403001,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Marko exp Feb.24 CHF 27,490.91 (from USD 65@35.9744 to Marko) - Bank fee",,,,1112103 Bank S/A-Kbank-4253 USD,,,1112103 Bank S/A-Kbank-4253 USD,,-2338.34,,2338.34,-2338.34,-1128726.66,Bank,-2338.34,0,-2338.34,,,,,
147,Cheque,04/03/2024,PV202403001,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Marko exp Feb.24 CHF 27,490.91 [from USD (31,310.83+65) to Marko]",,,,2121104  AP - Other,,,1112103 Bank S/A-Kbank-4253 USD,,1128726.66,1128726.66,,1128726.66,0,Accounts Payable,1128726.66,0,1128726.66,,,,,
148,Cheque,08/03/2024,PV202403002,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Marko exp Jan-Feb.24 CHF 17,846.69 (Convert USD 19,858.19@35.3449 to SV#996 THB)",,,,1112103 Bank S/A-Kbank-4253 USD,,,-SPLIT-,,,,701885.74,-701885.74,-701885.74,Bank,-701885.74,0,-701885.74,,,,,
148,Cheque,08/03/2024,PV202403002,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Marko exp Jan-Feb.24 CHF 17,846.69 (Convert USD 19,858.19@35.3449 to SV#996 THB)",,,,1112101  Bank S/A -Kbank -9996,,,1112103 Bank S/A-Kbank-4253 USD,,700795.53,700795.53,,700795.53,-1090.21,Bank,700795.53,0,700795.53,,,,,
148,Cheque,08/03/2024,PV202403002,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Exchange loss : Marko exp Jan-Feb.24 CHF 17,846.69 (Convert USD 19,858.19@35.3449 to SV#996 THB)",,,,7111102 Exchange loss,,,1112103 Bank S/A-Kbank-4253 USD,,1090.21,1090.21,,1090.21,0,Expense,1090.21,0,1090.21,,,,,
149,Cheque,08/03/2024,PV202403003,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Marko exp Jan-Feb.24 CHF 17,448.09 (from SV#996 THB to Marko CHF 17,448.09@40.75) & Bank fee",,,,1112101  Bank S/A -Kbank -9996,,,-SPLIT-,,,,727252.62,-727252.62,-727252.62,Bank,-727252.62,0,-727252.62,,,,,
149,Cheque,08/03/2024,PV202403003,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Marko exp Jan-Feb.24 CHF 17,448.09 & Loan to Karyon CHF 398.60 (USD 455.97) HQ Request (from SV#...",,,,2121104  AP - Other,,,1112101  Bank S/A -Kbank -9996,,729469.94,729469.94,,729469.94,2217.32,Accounts Payable,729469.94,0,729469.94,,,,,
149,Cheque,08/03/2024,PV202403003,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Exchange gain : Marko exp Jan-Feb.24 CHF 17,448.09 (from SV#996 THB to Marko)",,,,7111101 Exchange gain,,,1112101  Bank S/A -Kbank -9996,,-917.32,,917.32,-917.32,1300,Expense,-917.32,0,-917.32,,,,,
149,Cheque,08/03/2024,PV202403003,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Marko exp Jan-Feb.24 CHF 17,448.09 (from SV#996 THB to Marko) - Bank fee (THB 1,300)",,,,1112101  Bank S/A -Kbank -9996,,,1112101  Bank S/A -Kbank -9996,,-1300,,1300.00,-1300,0,Bank,-1300,0,-1300,,,,,
150,General Journal,27/03/2024,RV202403001,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"TIS Petroleum (Asia) Return loan (USD 100,000+Interest 1,300) to Caryon SA - HQ Ref.PV202401002",,,,2121104  AP - Other,,,-SPLIT-,,,,3704091.65,-3704091.65,-3704091.65,Accounts Payable,0,0,0,,,,,
150,General Journal,27/03/2024,RV202403001,"TIS PETROLEUM (ASIA) PTE.,LTD.",Caryon SA - HQ,,,,TIS PETROLEUM (ASIA) PTE.,LTD.,,,,,"TIS Petroleum (Asia) Return loan (USD 100,000) to Caryon SA - HQ Ref.PV202401002",,,,1112103 Bank S/A-Kbank-4253 USD,,,2121104  AP - Other,,,3657050.00,,3657050,-47041.65,Bank,0,0,0,,,,,
150,General Journal,27/03/2024,RV202403001,KBANK,Caryon SA - HQ,,,,,,,,,,"TIS Petroleum (Asia) Return loan (USD 100,000) to Caryon SA - HQ - Bank fee",,,,1112101  Bank S/A -Kbank -9996,,,2121104  AP - Other,,,,500.00,-500,-47541.65,Bank,0,0,0,,,,,
150,General Journal,27/03/2024,RV202403001,"TIS PETROLEUM (ASIA) PTE.,LTD.",Caryon SA - HQ,,,,TIS PETROLEUM (ASIA) PTE.,LTD.,,,,,"TIS Petroleum (Asia) Return loan (Interest USD 1,300) to Caryon SA - HQ Ref.PV202401002",,,,1112103 Bank S/A-Kbank-4253 USD,,,2121104  AP - Other,,,47541.65,,47541.65,0,Bank,0,0,0,,,,,
151,Cheque,29/03/2024,PV202403004,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Marko exp Mar.24 CHF 23,454.18 (from USD 26,089.19@36.6318 to Marko)",,,,1112103 Bank S/A-Kbank-4253 USD,,,-SPLIT-,,,,955693.99,-955693.99,-955693.99,Bank,-955693.99,0,-955693.99,,,,,
151,Cheque,29/03/2024,PV202403004,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Marko exp Mar.24 CHF 23,454.18 (from USD 65@36.6318 to Marko) - Bank fee",,,,1112103 Bank S/A-Kbank-4253 USD,,,1112103 Bank S/A-Kbank-4253 USD,,-2381.07,,2381.07,-2381.07,-958075.06,Bank,-2381.07,0,-2381.07,,,,,
151,Cheque,29/03/2024,PV202403004,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Exchange loss : Marko exp Mar.24 CHF 23,454.18 [from USD (26,089.19+65) to Marko]",,,,7111102 Exchange loss,,,1112103 Bank S/A-Kbank-4253 USD,,1603.25,1603.25,,1603.25,-956471.81,Expense,1603.25,0,1603.25,,,,,
151,Cheque,29/03/2024,PV202403004,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Marko exp Mar.24 CHF 23,454.18 [from USD (26,089.19+65) to Marko]",,,,2121104  AP - Other,,,1112103 Bank S/A-Kbank-4253 USD,,956471.81,956471.81,,956471.81,0,Accounts Payable,956471.81,0,956471.81,,,,,
152,Cheque,30/04/2024,PV202404001,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Marko exp Apr.24 CHF 20,677.72 (from USD 22,805.62@37.2246 to Marko)",,,,1112103 Bank S/A-Kbank-4253 USD,,,-SPLIT-,,,,848930.08,-848930.08,-848930.08,Bank,-848930.08,0,-848930.08,,,,,
152,Cheque,30/04/2024,PV202404001,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Marko exp Apr.24 CHF 20,677.72 (from USD 65@37.2246 to Marko) - Bank fee",,,,1112103 Bank S/A-Kbank-4253 USD,,,1112103 Bank S/A-Kbank-4253 USD,,-2419.6,,2419.60,-2419.6,-851349.68,Bank,-2419.6,0,-2419.6,,,,,
152,Cheque,30/04/2024,PV202404001,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Exchange loss : Marko exp Apr.24 CHF 20,677.72 [from USD (22,805.62+65) to Marko]",,,,7111102 Exchange loss,,,1112103 Bank S/A-Kbank-4253 USD,,14959.67,14959.67,,14959.67,-836390.01,Expense,14959.67,0,14959.67,,,,,
