Trans #,Type,Date,Num,Name,Source Name,Description,Due Date,Item,Account,Class,Tax Code,Qty,Sales Price,Debit,Credit,AMT,Amount,Account Type,Tax Amount
"55,082",General Journal,20/08/2019,CC Aug 19,,,,,NCF,612004 · Car Rego,,NCF,,,796.49,,796.49,796.49,Expense,0
"55,082",General Journal,20/08/2019,CC Aug 19,,,,,GSP,612006 · Parking,,GSP,,,104.73,,104.73,104.73,Expense,10.47
"55,082",General Journal,20/08/2019,CC Aug 19,,,,,,111401 · Loan to Scott,,,,,"1,016.34",,1016.34,"1,016.34",Other Asset,
"55,082",General Journal,20/08/2019,CC Aug 19,,,,,,111007 · Interco with New Millennium,,,,,"1,284.67",,1284.67,"1,284.67",Bank,
"55,082",General Journal,20/08/2019,CC Aug 19,,,,,,111004 · Master Card 8539,,,,,,"27,205.51",-27205.51,"-27,205.51",Bank,
"55,082",General Journal,20/08/2019,CC Aug 19,,,,,GSP,611016 · Training,,GSP,,,129.44,,129.44,129.44,Expense,12.94
"55,082",General Journal,20/08/2019,CC Aug 19,Australian Taxation Office,,,,GSP,213000 · GST Liability,,GSP,,,"2,191.63",,2191.63,"2,191.63",Other Current Liability,
"55,082",General Journal,20/08/2019,CC Aug 19,Australian Taxation Office,,,,NCF,213000 · GST Liability,,NCF,,,0,,0,0,Other Current Liability,
"54,812",General Journal,21/08/2019,Jul 19 IAS,,,Jul 19 IAS,,,111000 · Westpac,,,,,,"18,164.00",-18164,"-18,164.00",Bank,
"54,812",General Journal,21/08/2019,Jul 19 IAS,,,Jul 19 IAS,,,219000 · Paybable to ATO,,,,,"18,164.00",,18164,"18,164.00",Bank,
"54,747",General Journal,22/08/2019,Homelift Cu,,,Homelift Customer Payment,,,111000 · Westpac,,,,,528,,528,528,Bank,
"54,747",General Journal,22/08/2019,Homelift Cu,,,Homelift Customer Payment,,,111007 · Interco with New Millennium,,,,,,528,-528,-528,Bank,
"54,813",General Journal,22/08/2019,Funds TFR,,,Funds TFR,,,111000 · Westpac,,,,,,"15,000.00",-15000,"-15,000.00",Bank,
"54,813",General Journal,22/08/2019,Funds TFR,,,Funds TFR,,,111007 · Interco with New Millennium,,,,,"15,000.00",,15000,"15,000.00",Bank,
"54,815",General Journal,22/08/2019,Funds TFR,,,funds tfr to Silver Generation,,,111000 · Westpac,,,,,,"5,000.00",-5000,"-5,000.00",Bank,
"54,815",General Journal,22/08/2019,Funds TFR,,,funds tfr to Silver Generation,,,111015 · Interco with Silver Generations,,,,,"5,000.00",,5000,"5,000.00",Bank,
"54,816",General Journal,22/08/2019,Funds TFR,,,Funds TFR to Silver Generation,,,111000 · Westpac,,,,,,500,-500,-500,Bank,
"54,816",General Journal,22/08/2019,Funds TFR,,,Funds TFR to Silver Generation,,,111015 · Interco with Silver Generations,,,,,500,,500,500,Bank,
"54,777",General Journal,23/08/2019,Golden Tige,,,Pay origin (electricity) for Golden Tiger,,,111004 · Master Card 8539,,,,,,255.61,-255.61,-255.61,Bank,
"54,777",General Journal,23/08/2019,Golden Tige,,,Pay origin (electricity) for Golden Tiger,,,111009 · Intero with GT,,,,,255.61,,255.61,255.61,Bank,
"55,021",General Journal,27/08/2019,cc surcharg,,,cc surcharge for transaction amount $2791.25,,,111000 · Westpac,,,,,41.25,,41.25,41.25,Bank,
"55,021",General Journal,27/08/2019,cc surcharg,,,cc surcharge for transaction amount $2791.25,,FRE,810001 · Other Income -Dividend & Other,,FRE,,,,41.25,-41.25,-41.25,Other Income,0
"55,021",General Journal,27/08/2019,cc surcharg,Australian Taxation Office,,cc surcharge for transaction amount $2791.25,,FRE,213000 · GST Liability,,FRE,,,0,,0,0,Other Current Liability,
"55,083",General Journal,27/08/2019,TFR,,,funds tfr,,,111000 · Westpac,,,,,,"20,000.00",-20000,"-20,000.00",Bank,
"55,083",General Journal,27/08/2019,TFR,,,funds tfr,,,111007 · Interco with New Millennium,,,,,"20,000.00",,20000,"20,000.00",Bank,
"55,086",General Journal,30/08/2019,interest,,,interest received,,,111000 · Westpac,,,,,7.88,,7.88,7.88,Bank,
"55,086",General Journal,30/08/2019,interest,,,interest received,,FRE,810002 · Interest Received,,FRE,,,,7.88,-7.88,-7.88,Other Income,0
"55,086",General Journal,30/08/2019,interest,Australian Taxation Office,,interest received,,FRE,213000 · GST Liability,,FRE,,,0,,0,0,Other Current Liability,
"55,202",General Journal,30/08/2019,rounding,,,roundinga,,,111000 · Westpac,,,,,0.01,,0.01,0.01,Bank,
"55,202",General Journal,30/08/2019,rounding,,,roundings,,FRE,810001 · Other Income -Dividend & Other,,FRE,,,,0.01,-0.01,-0.01,Other Income,0
"55,202",General Journal,30/08/2019,rounding,Australian Taxation Office,,roundinga,,FRE,213000 · GST Liability,,FRE,,,0,,0,0,Other Current Liability,
"55,523",General Journal,31/08/2019,Aug 19 Adj,,,reallocate Aug purchases that posted to inventory and system auto posting between COGS and inven...,,,111600 · Inventory Asset,,,,,,"118,062.36",-118062.36,"-118,062.36",Other Current Asset,
"55,523",General Journal,31/08/2019,Aug 19 Adj,,,reallocate Aug purchases that posted to inventory and system auto posting between COGS and inven...,,,511000 · Cost of Goods Sold,Homelift,,,,"13,852.03",,13852.03,"13,852.03",Cost of Goods Sold,
"55,523",General Journal,31/08/2019,Aug 19 Adj,,,reallocate Aug purchases that posted to inventory and system auto posting between COGS and inven...,,,511000 · Cost of Goods Sold,New Crane,,,,"68,195.88",,68195.88,"68,195.88",Cost of Goods Sold,
"55,523",General Journal,31/08/2019,Aug 19 Adj,,,reallocate Aug purchases that posted to inventory and system auto posting between COGS and inven...,,,511000 · Cost of Goods Sold,Newcastle,,,,403.41,,403.41,403.41,Cost of Goods Sold,
"55,523",General Journal,31/08/2019,Aug 19 Adj,,,reallocate Aug purchases that posted to inventory and system auto posting between COGS and inven...,,,511000 · Cost of Goods Sold,Sydney:Sydney Other,,,,"39,712.93",,39712.93,"39,712.93",Cost of Goods Sold,
"55,523",General Journal,31/08/2019,Aug 19 Adj,,,reallocate Aug purchases that posted to inventory and system auto posting between COGS and inven...,,,511000 · Cost of Goods Sold,Sydney:Sydney Train,,,,,"4,101.89",-4101.89,"-4,101.89",Cost of Goods Sold,
"55,191",General Journal,02/09/2019,bank charge,,,,,,111000 · Westpac,,,,,,20,-20,-20,Bank,
"55,191",General Journal,02/09/2019,bank charge,,,,,NCF,617001 · Bank Charges,,NCF,,,20,,20,20,Expense,0
"55,191",General Journal,02/09/2019,bank charge,Australian Taxation Office,,,,NCF,213000 · GST Liability,,NCF,,,0,,0,0,Other Current Liability,
"55,192",General Journal,02/09/2019,merchant fe,,,merchant fee,,,111000 · Westpac,,,,,,91.79,-91.79,-91.79,Bank,
"55,192",General Journal,02/09/2019,merchant fe,,,merchant fee,,GSP,617001 · Bank Charges,,GSP,,,83.45,,83.45,83.45,Expense,8.34
"55,192",General Journal,02/09/2019,merchant fe,Australian Taxation Office,,merchant fee,,GSP,213000 · GST Liability,,GSP,,,8.34,,8.34,8.34,Other Current Liability,
"55,196",General Journal,02/09/2019,bank charge,,,bank charge,,,111000 · Westpac,,,,,,5,-5,-5,Bank,
"55,196",General Journal,02/09/2019,bank charge,,,bank charge,,NCF,617001 · Bank Charges,,NCF,,,5,,5,5,Expense,0
"55,196",General Journal,02/09/2019,bank charge,Australian Taxation Office,,bank charge,,NCF,213000 · GST Liability,,NCF,,,0,,0,0,Other Current Liability,
"55,033",General Journal,03/09/2019,Bank charge,,,"1.5% surcharge on INV71995 & 71702 part of $3,197.76",,FRE,810001 · Other Income -Dividend & Other,,FRE,,,,40.76,-40.76,-40.76,Other Income,0
"55,033",General Journal,03/09/2019,Bank charge,,,"1.5% surcharge on INV71995 & 71702 part of $3,197.76",,,111000 · Westpac,,,,,40.76,,40.76,40.76,Bank,
"55,033",General Journal,03/09/2019,Bank charge,Australian Taxation Office,,"1.5% surcharge on INV71995 & 71702 part of $3,197.76",,FRE,213000 · GST Liability,,FRE,,,0,,0,0,Other Current Liability,
"55,036",General Journal,03/09/2019,new steel s,,,interest and filing fee recovered,,FRE,810001 · Other Income -Dividend & Other,,FRE,,,,374.8,-374.8,-374.8,Other Income,0
"55,036",General Journal,03/09/2019,new steel s,,,interest and filing fee recovered,,,111000 · Westpac,,,,,374.8,,374.8,374.8,Bank,
"55,036",General Journal,03/09/2019,new steel s,Australian Taxation Office,,interest and filing fee recovered,,FRE,213000 · GST Liability,,FRE,,,0,,0,0,Other Current Liability,
"55,037",General Journal,03/09/2019,new steel s,,,adjudication fee recovered,,GST,810001 · Other Income -Dividend & Other,,GST,,,,990,-990,-990,Other Income,-99
"55,037",General Journal,03/09/2019,new steel s,,,adjudication fee recovered,,,111000 · Westpac,,,,,"1,089.00",,1089,"1,089.00",Bank,
"55,037",General Journal,03/09/2019,new steel s,Australian Taxation Office,,adjudication fee recovered,,GST,213000 · GST Liability,,GST,,,,99,-99,-99,Other Current Liability,
"55,437",General Journal,11/09/2019,rejected pa,,,rejected payment bounced back,,,111000 · Westpac,,,,,,658.94,-658.94,-658.94,Bank,
"55,437",General Journal,11/09/2019,rejected pa,,,rejected payment bounced back,,,111003 · Transitional  Account,,,,,658.94,,658.94,658.94,Bank,
"55,437",General Journal,11/09/2019,rejected pa,,,rejected payment,,,111000 · Westpac,,,,,658.94,,658.94,658.94,Bank,
"55,437",General Journal,11/09/2019,rejected pa,,,rejected payment,,,111003 · Transitional  Account,,,,,,658.94,-658.94,-658.94,Bank,
"59,017",General Journal,12/09/2019,donate car,,,disposal of BW66NH - MV donated to 'Donate Your Car',,GSF,611004 · Donation,,GSF,,,"6,700.00",,6700,"6,700.00",Expense,0
"59,017",General Journal,12/09/2019,donate car,,,disposal of BW66NH - MV donated to 'Donate Your Car',,,111500 · Motor Vehicle,,,,,,"6,700.00",-6700,"-6,700.00",Fixed Asset,
"59,017",General Journal,12/09/2019,donate car,Australian Taxation Office,,disposal of BW66NH - MV donated to 'Donate Your Car',,GSF,213000 · GST Liability,,GSF,,,0,,0,0,Other Current Liability,
"55,439",General Journal,16/09/2019,Funds TFR,,,from New Millennium Enterprises,,,111007 · Interco with New Millennium,,,,,,"58,000.00",-58000,"-58,000.00",Bank,
"55,439",General Journal,16/09/2019,Funds TFR,,,from New Millennium Enterprises,,,111000 · Westpac,,,,,"58,000.00",,58000,"58,000.00",Bank,
"57,054",General Journal,16/09/2019,Credit Card,,,This was paid to Ryde Mazda for deal no. 79761. This was later on refunded to Westpac bank accou...,,,111004 · Master Card 8539,,,,,,"1,000.00",-1000,"-1,000.00",Bank,
"57,054",General Journal,16/09/2019,Credit Card,,,This was paid to Ryde Mazda for deal no. 79761. This was later on refunded to Westpac bank accou...,,,111003 · Transitional  Account,,,,,"1,000.00",,1000,"1,000.00",Bank,
"55,440",General Journal,17/09/2019,Funds TFR,,,Funds TFR for Silver Generation,,,111015 · Interco with Silver Generations,,,,,"4,700.00",,4700,"4,700.00",Bank,
"55,440",General Journal,17/09/2019,Funds TFR,,,Funds TFR for Silver Generation,,,111000 · Westpac,,,,,,"4,700.00",-4700,"-4,700.00",Bank,
"55,441",General Journal,17/09/2019,Funds TFR,,,Funds TFR to Silver Generation,,,111015 · Interco with Silver Generations,,,,,100,,100,100,Bank,
"55,441",General Journal,17/09/2019,Funds TFR,,,Funds TFR to Silver Generation,,,111000 · Westpac,,,,,,100,-100,-100,Bank,
"57,004",General Journal,18/09/2019,MV - ECI71H,,,to record finance settlement with Macquarie Leasing,,,111003 · Transitional  Account,,,,,"32,592.36",,32592.36,"32,592.36",Bank,
"57,004",General Journal,18/09/2019,MV - ECI71H,,,to record finance settlement with Macquarie Leasing,,,218000 · Hire Purchasing Liability,,,,,,"32,592.36",-32592.36,"-32,592.36",Other Current Liability,
"57,004",General Journal,18/09/2019,MV - ECI71H,,,to record finance settlement with Macquarie Leasing,,,218000 · Hire Purchasing Liability,,,,,,"7,073.98",-7073.98,"-7,073.98",Other Current Liability,
"57,004",General Journal,18/09/2019,MV - ECI71H,,,to record finance settlement with Macquarie Leasing,,,218001 · Unexpired Interest Liability,,,,,"7,073.98",,7073.98,"7,073.98",Other Current Liability,
"55,444",General Journal,19/09/2019,Homelift,,,Homelift Invoice no. 20638,,,111000 · Westpac,,,,,385,,385,385,Bank,
"55,444",General Journal,19/09/2019,Homelift,,,Homelift Invoice no. 20638,,,111007 · Interco with New Millennium,,,,,,385,-385,-385,Bank,
"56,138",General Journal,19/09/2019,Funds Tfr,,,Funds Tfr to New Mil,,,111000 · Westpac,,,,,,"6,000.00",-6000,"-6,000.00",Bank,
"56,138",General Journal,19/09/2019,Funds Tfr,,,Funds Tfr to New Mil,,,111007 · Interco with New Millennium,,,,,"6,000.00",,6000,"6,000.00",Bank,
"55,626",General Journal,22/09/2019,CC Sep 19,,,,,GSP,511000 · Cost of Goods Sold,Sydney:Sydney Other,GSP,,,"4,168.71",,4168.71,"4,168.71",Cost of Goods Sold,416.87
"55,626",General Journal,22/09/2019,CC Sep 19,,,,,GSP,513000 · Tools,Sydney:Sydney Other,GSP,,,131.25,,131.25,131.25,Cost of Goods Sold,13.13
"55,626",General Journal,22/09/2019,CC Sep 19,,,,,GSP,611002 · Advertisement & Marketing,,GSP,,,"3,636.36",,3636.36,"3,636.36",Expense,363.64
"55,626",General Journal,22/09/2019,CC Sep 19,,,,,GSF,611004 · Donation,,GSF,,,500,,500,500,Expense,0
"55,626",General Journal,22/09/2019,CC Sep 19,,,,,GSP,611010 · Office Supplies,,GSP,,,316.82,,316.82,316.82,Expense,31.68
"55,626",General Journal,22/09/2019,CC Sep 19,,,,,GSF,611016 · Training,,GSF,,,"1,250.00",,1250,"1,250.00",Expense,0
"55,626",General Journal,22/09/2019,CC Sep 19,,,,,GSP,611017 · Travel-Domestic,,GSP,,,"1,017.95",,1017.95,"1,017.95",Expense,101.8
"55,626",General Journal,22/09/2019,CC Sep 19,,,,,GSF,611018 · Travel-International,,GSF,,,"1,041.54",,1041.54,"1,041.54",Expense,0
"55,626",General Journal,22/09/2019,CC Sep 19,,,,,GSP,611024 · IT Mantenance Exp,,GSP,,,"1,751.74",,1751.74,"1,751.74",Expense,175.17
"55,626",General Journal,22/09/2019,CC Sep 19,,,,,GSP,611025 · Internet,,GSP,,,45.45,,45.45,45.45,Expense,4.54
"55,626",General Journal,22/09/2019,CC Sep 19,,,,,GSP,611034 · Subscription,,GSP,,,99,,99,99,Expense,9.9
"55,626",General Journal,22/09/2019,CC Sep 19,,,,,GSP,612001 · Auto Repairs or Servicing,,GSP,,,"2,977.44",,2977.44,"2,977.44",Expense,297.74
"55,626",General Journal,22/09/2019,CC Sep 19,,,,,GSP,612002 · Car Insurance,Newcastle,GSP,,,185.32,,185.32,185.32,Expense,18.53
"55,626",General Journal,22/09/2019,CC Sep 19,,,,,GSP,612003 · Petrol,Sydney:Sydney Other,GSP,,,509.73,,509.73,509.73,Expense,50.97
"55,626",General Journal,22/09/2019,CC Sep 19,,,,,GSF,612004 · Car Rego,,GSF,,,947.15,,947.15,947.15,Expense,0
"55,626",General Journal,22/09/2019,CC Sep 19,,,,,GSP,612006 · Parking,,GSP,,,67.27,,67.27,67.27,Expense,6.73
"55,626",General Journal,22/09/2019,CC Sep 19,,,,,,111401 · Loan to Scott,,,,,"1,995.97",,1995.97,"1,995.97",Other Asset,
"55,626",General Journal,22/09/2019,CC Sep 19,,,,,,111007 · Interco with New Millennium,,,,,"2,301.25",,2301.25,"2,301.25",Bank,
"55,626",General Journal,22/09/2019,CC Sep 19,,,,,,111004 · Master Card 8539,,,,,,"26,771.11",-26771.11,"-26,771.11",Bank,
"55,626",General Journal,22/09/2019,CC Sep 19,,,,,GSP,612002 · Car Insurance,Homelift,GSP,,,101.66,,101.66,101.66,Expense,10.17
"55,626",General Journal,22/09/2019,CC Sep 19,,,,,GSP,612002 · Car Insurance,Sydney:Sydney Other,GSP,,,"2,023.30",,2023.3,"2,023.30",Expense,202.33
"55,626",General Journal,22/09/2019,CC Sep 19,Australian Taxation Office,,,,GSF,213000 · GST Liability,,GSF,,,0,,0,0,Other Current Liability,
"55,626",General Journal,22/09/2019,CC Sep 19,Australian Taxation Office,,,,GSP,213000 · GST Liability,,GSP,,,"1,703.20",,1703.2,"1,703.20",Other Current Liability,
"55,720",General Journal,26/09/2019,Interest re,,,interest received,,,111000 · Westpac,,,,,4.53,,4.53,4.53,Bank,
"55,720",General Journal,26/09/2019,Interest re,,,interest received,,FRE,810002 · Interest Received,,FRE,,,,4.53,-4.53,-4.53,Other Income,0
"55,720",General Journal,26/09/2019,Interest re,Australian Taxation Office,,interest received,,FRE,213000 · GST Liability,,FRE,,,0,,0,0,Other Current Liability,
"57,112",General Journal,30/09/2019,Sep 19 Adj,,,reallocate Sep purchases/sales that posted to inventory and system auto posting between COGS and...,,,111600 · Inventory Asset,,,,,,"100,024.45",-100024.45,"-100,024.45",Other Current Asset,
"57,112",General Journal,30/09/2019,Sep 19 Adj,,,reallocate Sep purchases/sales that posted to inventory and system auto posting between COGS and...,,,511000 · Cost of Goods Sold,Homelift,,,,"23,238.68",,23238.68,"23,238.68",Cost of Goods Sold,
"57,112",General Journal,30/09/2019,Sep 19 Adj,,,reallocate Sep purchases/sales that posted to inventory and system auto posting between COGS and...,,,511000 · Cost of Goods Sold,New Crane,,,,"35,523.73",,35523.73,"35,523.73",Cost of Goods Sold,
"57,112",General Journal,30/09/2019,Sep 19 Adj,,,reallocate Sep purchases/sales that posted to inventory and system auto posting between COGS and...,,,511000 · Cost of Goods Sold,Newcastle,,,,"5,135.45",,5135.45,"5,135.45",Cost of Goods Sold,
"57,112",General Journal,30/09/2019,Sep 19 Adj,,,reallocate Sep purchases/sales that posted to inventory and system auto posting between COGS and...,,,511000 · Cost of Goods Sold,Sydney:Sydney Other,,,,"32,408.30",,32408.3,"32,408.30",Cost of Goods Sold,
"57,112",General Journal,30/09/2019,Sep 19 Adj,,,reallocate Sep purchases/sales that posted to inventory and system auto posting between COGS and...,,,511000 · Cost of Goods Sold,Sydney:Sydney Train,,,,"3,718.29",,3718.29,"3,718.29",Cost of Goods Sold,
"56,340",General Journal,01/10/2019,Bank charge,,,Bank charge,,GSF,617001 · Bank Charges,,GSF,,,5.22,,5.22,5.22,Expense,0
"56,340",General Journal,01/10/2019,Bank charge,,,Bank charge,,,111004 · Master Card 8539,,,,,,5.22,-5.22,-5.22,Bank,
"56,340",General Journal,01/10/2019,Bank charge,Australian Taxation Office,,Bank charge,,GSF,213000 · GST Liability,,GSF,,,0,,0,0,Other Current Liability,
"55,724",General Journal,04/10/2019,Sep19Super,,,,,,111000 · Westpac,,,,,,"16,644.14",-16644.14,"-16,644.14",Bank,
"55,724",General Journal,04/10/2019,Sep19Super,,,Steve G.,,,212014 · Colonial First State  Super,,,,,"2,017.99",,2017.99,"2,017.99",Other Current Liability,
"55,724",General Journal,04/10/2019,Sep19Super,,,Steve H.,,,212014 · Colonial First State  Super,,,,,"1,869.98",,1869.98,"1,869.98",Other Current Liability,
"55,724",General Journal,04/10/2019,Sep19Super,,,Yee H.,,,212037 · MLC Super,,,,,200.64,,200.64,200.64,Other Current Liability,
"55,724",General Journal,04/10/2019,Sep19Super,,,Nan H.,,,212039 · Hostplus Super,,,,,"1,041.96",,1041.96,"1,041.96",Other Current Liability,
"55,724",General Journal,04/10/2019,Sep19Super,,,Steve L.,,,212011 · Australian Super Payable,,,,,"1,736.41",,1736.41,"1,736.41",Other Current Liability,
"55,724",General Journal,04/10/2019,Sep19Super,,,Vishnar L.,,,212014 · Colonial First State  Super,,,,,"1,924.13",,1924.13,"1,924.13",Other Current Liability,
"55,724",General Journal,04/10/2019,Sep19Super,,,Virgilio N.,,,212011 · Australian Super Payable,,,,,531.28,,531.28,531.28,Other Current Liability,
"55,724",General Journal,04/10/2019,Sep19Super,,,Vikrant P.,,,212011 · Australian Super Payable,,,,,109.92,,109.92,109.92,Other Current Liability,
"55,724",General Journal,04/10/2019,Sep19Super,,,Bron R.,,,212018 · AMP Flexible lifetime,,,,,"2,158.78",,2158.78,"2,158.78",Other Current Liability,
"55,724",General Journal,04/10/2019,Sep19Super,,,Rahul S.,,,212011 · Australian Super Payable,,,,,"1,595.62",,1595.62,"1,595.62",Other Current Liability,
"55,724",General Journal,04/10/2019,Sep19Super,,,James S.,,,212012 · CBus Super,,,,,"1,877.20",,1877.2,"1,877.20",Other Current Liability,
"55,724",General Journal,04/10/2019,Sep19Super,,,Scott V.,,,212011 · Australian Super Payable,,,,,"1,084.33",,1084.33,"1,084.33",Other Current Liability,
