Trans #,Type,Date,Num,Name,Source Name,Description,Due Date,Item,Account,Class,Tax Code,Qty,Sales Price,Debit,Credit,Amount,Account Type,Tax Amount
"10,625",Sales Receipt,18/12/2024,W39584,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,SI171283/1    MAD282    5.16t    Fill Sand S/Ash,17/01/2025,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,5.16,10,,51.6,-51.6,Income,-5.16
"10,625",Sales Receipt,18/12/2024,W39584,Australian Taxation Office,1302 MACKA'S SAND & SOIL,10% GST,31/12/2024,GST,25500 · Tax Payable,,,10,,,5.16,-5.16,Other Current Liability,
"10,627",Sales Receipt,31/12/2024,W39641,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,,31/01/2025,,1001 · CBA - Cheque Account,,,,,13.42,,13.42,Bank,
"10,627",Sales Receipt,31/12/2024,W39641,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,WI250818/1    JASOND    1.22t    Fill Sand Will,31/01/2025,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,1.22,10,,12.2,-12.2,Income,-1.22
"10,627",Sales Receipt,31/12/2024,W39641,Australian Taxation Office,1302 MACKA'S SAND & SOIL,10% GST,31/12/2024,GST,25500 · Tax Payable,,,10,,,1.22,-1.22,Other Current Liability,
"10,633",Sales Receipt,31/12/2024,M39643,1302 MACKA'S SAND & SOIL SUPPLIES,1302 MACKA'S SAND & SOIL SUPPLIES,,30/01/2025,,1001 · CBA - Cheque Account,,,,,"806,223.33",,"806,223.33",Bank,
"10,633",Sales Receipt,31/12/2024,M39643,1302 MACKA'S SAND & SOIL SUPPLIES,1302 MACKA'S SAND & SOIL SUPPLIES,"December 2024 - 73,293.03",30/01/2025,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,"73,293.03",10,,"732,930.30","-732,930.30",Income,"-73,293.03"
"10,633",Sales Receipt,31/12/2024,M39643,Australian Taxation Office,1302 MACKA'S SAND & SOIL SUPPLIES,10% GST,31/12/2024,GST,25500 · Tax Payable,,,,10.00%,,"73,293.03","-73,293.03",Other Current Liability,
"10,645",Sales Receipt,28/01/2025,W39772,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,,27/02/2025,,1001 · CBA - Cheque Account,,,,,43.56,,43.56,Bank,
"10,645",Sales Receipt,28/01/2025,W39772,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,SI171327/1    XO07LC    3.96t    Fill Sand S/Ash,27/02/2025,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,3.96,10,,39.6,-39.6,Income,-3.96
"10,645",Sales Receipt,28/01/2025,W39772,Australian Taxation Office,1302 MACKA'S SAND & SOIL,10% GST,31/01/2025,GST,25500 · Tax Payable,,,10,,,3.96,-3.96,Other Current Liability,
"10,722",Sales Receipt,31/01/2025,M40104,1302 MACKA'S SAND & SOIL SUPPLIES,1302 MACKA'S SAND & SOIL SUPPLIES,,02/03/2025,,1001 · CBA - Cheque Account,,,,,"668,350.54",,"668,350.54",Bank,
"10,722",Sales Receipt,31/01/2025,M40104,1302 MACKA'S SAND & SOIL SUPPLIES,1302 MACKA'S SAND & SOIL SUPPLIES,"Jan 2025 - 60,759.14t",02/03/2025,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,"60,759.14",10,,"607,591.40","-607,591.40",Income,"-60,759.14"
"10,722",Sales Receipt,31/01/2025,M40104,Australian Taxation Office,1302 MACKA'S SAND & SOIL SUPPLIES,10% GST,31/01/2025,GST,25500 · Tax Payable,,,,10.00%,,"60,759.14","-60,759.14",Other Current Liability,
"10,698",Sales Receipt,18/02/2025,W39931,0300 Cash Sales - COD,0300 Cash Sales - COD,,18/02/2025,,1001 · CBA - Cheque Account,,,,,"1,584.00",,"1,584.00",Bank,
"10,698",Sales Receipt,18/02/2025,W39931,1302 MACKA'S SAND & SOIL,0300 Cash Sales - COD,SI171369/1    XN04YY    13.04t    Fill Sand S/Ash,18/02/2025,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,13.04,10,,130.4,-130.4,Income,-13.04
"10,698",Sales Receipt,18/02/2025,W39931,1302 MACKA'S SAND & SOIL,0300 Cash Sales - COD,SI171371/1    XN04YY    12.74t    Fill Sand S/Ash,18/02/2025,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,12.74,10,,127.4,-127.4,Income,-12.74
"10,698",Sales Receipt,18/02/2025,W39931,1302 MACKA'S SAND & SOIL,0300 Cash Sales - COD,SI171372/1    XN04YY    13.24t    Fill Sand S/Ash,18/02/2025,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,13.24,10,,132.4,-132.4,Income,-13.24
"10,698",Sales Receipt,18/02/2025,W39931,1302 MACKA'S SAND & SOIL,0300 Cash Sales - COD,SI171374/1    XN04YY    12.70t    Fill Sand S/Ash,18/02/2025,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,12.7,10,,127,-127,Income,-12.7
"10,698",Sales Receipt,18/02/2025,W39931,1302 MACKA'S SAND & SOIL,0300 Cash Sales - COD,SI171375/1    XN04YY    13.60t    Fill Sand S/Ash,18/02/2025,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,13.6,10,,136,-136,Income,-13.6
"10,698",Sales Receipt,18/02/2025,W39931,1302 MACKA'S SAND & SOIL,0300 Cash Sales - COD,SI171376/1    XN04YY    12.88t    Fill Sand S/Ash,18/02/2025,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,12.88,10,,128.8,-128.8,Income,-12.88
"10,698",Sales Receipt,18/02/2025,W39931,1302 MACKA'S SAND & SOIL,0300 Cash Sales - COD,SI171377/1    XN04YY    13.10t    Fill Sand S/Ash,18/02/2025,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,13.1,10,,131,-131,Income,-13.1
"10,698",Sales Receipt,18/02/2025,W39931,1302 MACKA'S SAND & SOIL,0300 Cash Sales - COD,SI171378/1    XN04YY    13.06t    Fill Sand S/Ash,18/02/2025,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,13.06,10,,130.6,-130.6,Income,-13.06
"10,698",Sales Receipt,18/02/2025,W39931,1302 MACKA'S SAND & SOIL,0300 Cash Sales - COD,SI171379/1    XN04YY    12.92t    Fill Sand S/Ash,18/02/2025,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,12.92,10,,129.2,-129.2,Income,-12.92
"10,698",Sales Receipt,18/02/2025,W39931,1302 MACKA'S SAND & SOIL,0300 Cash Sales - COD,SI171380/1    XN04YY    13.10t    Fill Sand S/Ash,18/02/2025,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,13.1,10,,131,-131,Income,-13.1
"10,698",Sales Receipt,18/02/2025,W39931,1302 MACKA'S SAND & SOIL,0300 Cash Sales - COD,SI171381/1    XN04YY    13.62t    Fill Sand S/Ash,18/02/2025,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,13.62,10,,136.2,-136.2,Income,-13.62
"10,698",Sales Receipt,18/02/2025,W39931,Australian Taxation Office,0300 Cash Sales - COD,10% GST,28/02/2025,GST,25500 · Tax Payable,,,10,,,144,-144,Other Current Liability,
"10,700",Sales Receipt,28/02/2025,W39981,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,,30/03/2025,,1001 · CBA - Cheque Account,,,,,835.89,,835.89,Bank,
"10,700",Sales Receipt,28/02/2025,W39981,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,WI254444/2    CP90QH    38.54t    Ex MS Fill Sand - Grafil,30/03/2025,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,38.54,10,,385.4,-385.4,Income,-38.54
"10,700",Sales Receipt,28/02/2025,W39981,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,WI254427/3    XN04YY    37.45t    Ex MS Fill Sand - Grafil,30/03/2025,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,37.45,10,,374.5,-374.5,Income,-37.45
"10,700",Sales Receipt,28/02/2025,W39981,Australian Taxation Office,1302 MACKA'S SAND & SOIL,10% GST,28/02/2025,GST,25500 · Tax Payable,,,10,,,75.99,-75.99,Other Current Liability,
"10,723",Sales Receipt,28/02/2025,M40105,1302 MACKA'S SAND & SOIL SUPPLIES,1302 MACKA'S SAND & SOIL SUPPLIES,,30/03/2025,,1001 · CBA - Cheque Account,,,,,"978,481.02",,"978,481.02",Bank,
"10,723",Sales Receipt,28/02/2025,M40105,1302 MACKA'S SAND & SOIL SUPPLIES,1302 MACKA'S SAND & SOIL SUPPLIES,"Feb 2025 - 88,952.82",30/03/2025,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,"88,952.82",10,,"889,528.20","-889,528.20",Income,"-88,952.82"
"10,723",Sales Receipt,28/02/2025,M40105,Australian Taxation Office,1302 MACKA'S SAND & SOIL SUPPLIES,10% GST,28/02/2025,GST,25500 · Tax Payable,,,,10.00%,,"88,952.82","-88,952.82",Other Current Liability,
"10,705",Sales Receipt,04/03/2025,W40020,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,,03/04/2025,,1001 · CBA - Cheque Account,,,,,"1,390.84",,"1,390.84",Bank,
"10,705",Sales Receipt,04/03/2025,W40020,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,WI254914/2    404DJW    31.60t    Ex MS Fill Sand - Grafil,03/04/2025,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,31.6,10,,316,-316,Income,-31.6
"10,705",Sales Receipt,04/03/2025,W40020,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,WI254926/2    404DJW    31.22t    Ex MS Fill Sand - Grafil,03/04/2025,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,31.22,10,,312.2,-312.2,Income,-31.22
"10,705",Sales Receipt,04/03/2025,W40020,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,WI254942/2    404DJW    31.30t    Ex MS Fill Sand - Grafil,03/04/2025,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,31.3,10,,313,-313,Income,-31.3
"10,705",Sales Receipt,04/03/2025,W40020,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,WI254959/2    404DJW    32.32t    Ex MS Fill Sand - Grafil,03/04/2025,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,32.32,10,,323.2,-323.2,Income,-32.32
"10,705",Sales Receipt,04/03/2025,W40020,Australian Taxation Office,1302 MACKA'S SAND & SOIL,10% GST,31/03/2025,GST,25500 · Tax Payable,,,10,,,126.44,-126.44,Other Current Liability,
"10,715",Sales Receipt,13/03/2025,W40061,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,,12/04/2025,,1001 · CBA - Cheque Account,,,,,"2,062.72",,"2,062.72",Bank,
"10,715",Sales Receipt,13/03/2025,W40061,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,WI255150/6    MAD412    36.62t    Ex MS Fill Sand - Grafil,12/04/2025,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,36.62,10,,366.2,-366.2,Income,-36.62
"10,715",Sales Receipt,13/03/2025,W40061,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,WI255154/2    SBT409    37.48t    Ex MS Fill Sand - Grafil,12/04/2025,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,37.48,10,,374.8,-374.8,Income,-37.48
"10,715",Sales Receipt,13/03/2025,W40061,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,WI255165/2    SBT409    36.84t    Ex MS Fill Sand - Grafil,12/04/2025,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,36.84,10,,368.4,-368.4,Income,-36.84
"10,715",Sales Receipt,13/03/2025,W40061,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,WI255152/2    GTN200    38.12t    Ex MS Fill Sand - Grafil,12/04/2025,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,38.12,10,,381.2,-381.2,Income,-38.12
"10,715",Sales Receipt,13/03/2025,W40061,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,WI255164/2    GTN200    38.46t    Ex MS Fill Sand - Grafil,12/04/2025,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,38.46,10,,384.6,-384.6,Income,-38.46
"10,715",Sales Receipt,13/03/2025,W40061,Australian Taxation Office,1302 MACKA'S SAND & SOIL,10% GST,31/03/2025,GST,25500 · Tax Payable,,,10,,,187.52,-187.52,Other Current Liability,
"10,720",Sales Receipt,18/03/2025,W40103,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,,17/04/2025,,1001 · CBA - Cheque Account,,,,,"3,228.94",,"3,228.94",Bank,
"10,720",Sales Receipt,18/03/2025,W40103,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,WI255494/3    404DJW    31.54t    Ex MS Fill Sand - Grafil,17/04/2025,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,31.54,10,,315.4,-315.4,Income,-31.54
"10,720",Sales Receipt,18/03/2025,W40103,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,WI255502/2    404DJW    31.96t    Ex MS Fill Sand - Grafil,17/04/2025,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,31.96,10,,319.6,-319.6,Income,-31.96
"10,720",Sales Receipt,18/03/2025,W40103,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,WI255512/3    404DJW    32.68t    Ex MS Fill Sand - Grafil,17/04/2025,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,32.68,10,,326.8,-326.8,Income,-32.68
"10,720",Sales Receipt,18/03/2025,W40103,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,WI255528/3    404DJW    31.70t    Ex MS Fill Sand - Grafil,17/04/2025,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,31.7,10,,317,-317,Income,-31.7
"10,720",Sales Receipt,18/03/2025,W40103,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,WI255549/2    404DJW    32.08t    Ex MS Fill Sand - Grafil,17/04/2025,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,32.08,10,,320.8,-320.8,Income,-32.08
"10,720",Sales Receipt,18/03/2025,W40103,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,WI255565/2    404DJW    32.14t    Ex MS Fill Sand - Grafil,17/04/2025,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,32.14,10,,321.4,-321.4,Income,-32.14
"10,720",Sales Receipt,18/03/2025,W40103,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,WI255571/2    404DJW    32.20t    Ex MS Fill Sand - Grafil,17/04/2025,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,32.2,10,,322,-322,Income,-32.2
"10,720",Sales Receipt,18/03/2025,W40103,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,WI255667/2    404DJW    31.56t    Ex MS Fill Sand - Grafil,17/04/2025,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,31.56,10,,315.6,-315.6,Income,-31.56
"10,720",Sales Receipt,18/03/2025,W40103,1302 MACKA'S SAND & SOIL,1302 MACKA'S SAND & SOIL,WI255661/3    CP90QH    37.68t    Ex MS Fill Sand - Grafil,17/04/2025,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,37.68,10,,376.8,-376.8,Income,-37.68
"10,720",Sales Receipt,18/03/2025,W40103,Australian Taxation Office,1302 MACKA'S SAND & SOIL,10% GST,31/03/2025,GST,25500 · Tax Payable,,,10,,,293.54,-293.54,Other Current Liability,
"10,732",Sales Receipt,31/03/2025,M40108,1302 MACKA'S SAND & SOIL SUPPLIES,1302 MACKA'S SAND & SOIL SUPPLIES,,30/04/2025,,1001 · CBA - Cheque Account,,,,,"954,299.28",,"954,299.28",Bank,
"10,732",Sales Receipt,31/03/2025,M40108,1302 MACKA'S SAND & SOIL SUPPLIES,1302 MACKA'S SAND & SOIL SUPPLIES,"March 2025 - 86,754.48t",30/04/2025,OUT OF PIT:ex pit/f,411000 · Sand Sales,,GST,"86,754.48",10,,"867,544.80","-867,544.80",Income,"-86,754.48"
"10,732",Sales Receipt,31/03/2025,M40108,Australian Taxation Office,1302 MACKA'S SAND & SOIL SUPPLIES,10% GST,31/03/2025,GST,25500 · Tax Payable,,,,10.00%,,"86,754.48","-86,754.48",Other Current Liability,
